"Action","Vendor GSL ID","Available To Ship Date (mm/dd/yyyy)","PO Number","PO Release Number","PO Line Number","PO Shipment Number","Item Number","Item Description","Total Quantity","Received Quantity","Open Quantity","Quantity Available To Ship","In Process Quantity","Need By Date (mm/dd/yyyy)","Promise Date (mm/dd/yyyy)","Destination Org","Unit Price Amount","Total Price","Currency Code","Buyer Name","Payment Term","Creation Date (mm/dd/yyyy)"
"ACCEPTED","S13010","12-30-2026","174530597","","1","1","41A296332AJP1","Spring Asm","47","","47","47","","01-08-2027","01-08-2027","EEM-Erie Electronics Manufacturing","53.87","2531.89","USD","James Green","Net 150 Qrtly","04-24-2026"
"ACCEPTED","S13010","10-07-2026","174535381","","1","1","84B526562AHP1","TERMINAL","4","","4","4","","10-16-2026","10-16-2026","EPM-B6","475.37","1901.48","USD","James Green","Net 150 Qrtly","04-29-2026"
"ACCEPTED","S13010","11-30-2026","174535438","","1","1","41A296332AJP3","Clamp","18","","18","18","","12-09-2026","12-09-2026","EEM-Erie Electronics Manufacturing","98.74","1777.32","USD","James Green","Net 150 Qrtly","04-29-2026"
"ACCEPTED","S13010","10-30-2026","174536026","","1","1","84B108875P1","BUS BAR, 7"" X 4.25""","15","","15","15","","11-10-2026","11-10-2026","EKD-B12","33.96","509.4","USD","James Green","Net 150 Qrtly","04-29-2026"
"ACCEPTED","S13010","10-30-2026","174535501","","1","1","84B108876P1","BUS BAR, 7"" X 5.38""","28","","28","28","","11-10-2026","11-10-2026","EKD-B12","33.96","950.88","USD","James Green","Net 150 Qrtly","04-29-2026"
"ACCEPTED","S13010","12-28-2026","174526963","","1","1","41A296332AJP1","Spring Asm","47","","47","47","","01-06-2027","01-06-2027","EEM-Erie Electronics Manufacturing","53.87","2531.89","USD","James Green","Net 150 Qrtly","04-22-2026"
"ACCEPTED","S13010","10-23-2026","174535859","","1","1","84C620843P1","Terminal","21","","21","21","","11-03-2026","11-03-2026","EPM-B6","108.92","2287.32","USD","James Green","Net 150 Qrtly","04-29-2026"
"ACCEPTED","S13010","10-16-2026","174535380","","1","1","84B526562AGP1","T1 TERMINAL","3","","3","3","","10-27-2026","10-27-2026","EPM-B6","484.52","1453.56","USD","James Green","Net 150 Qrtly","04-29-2026"
"ACCEPTED","S13010","01-14-2027","174422610","","1","1","84B565428P1","BUS BAR","5","","5","5","","01-25-2027","01-25-2027","ECM-Erie Cab Manufacturing","404.77","2023.85","USD","Lori Scholl","Net 150 Qrtly","02-10-2026"
"ACCEPTED","S13010","10-06-2026","210449170","","1","1","41D732653G9","Bus Ring Aux","6","","6","6","","10-26-2026","10-26-2026","XMM - BAF Laredo","1174.15","7044.9","USD","Jose Chavarria","Net 150 Qrtly","04-22-2026"
"ACCEPTED","S13010","11-26-2026","174534287","","1","1","482A946G2","Contact","20","","20","20","","12-07-2026","12-07-2026","EEM-Erie Electronics Manufacturing","36.98","739.6","USD","James Green","Net 150 Qrtly","04-28-2026"
"ACCEPTED","S13010","10-02-2026","174526951","","1","1","84A204082ABP1","CONNECTN STRIP","60","","60","60","","10-15-2026","10-15-2026","TXL - Texas Locomotive Manufacturing","10.38","622.8","USD","Tiffany DeMeritt","Net 150 Qrtly","04-22-2026"
"ACCEPTED","S13010","10-27-2026","174535773","","1","1","84B108875P1","BUS BAR, 7"" X 4.25""","20","","20","20","","11-09-2026","11-09-2026","TXD - Texas Locomotive Distribution","33.96","679.2","USD","Tiffany DeMeritt","Net 150 Qrtly","04-29-2026"
"ACCEPTED","S13010","10-07-2026","174535379","","1","1","84B526562AJP1","TERMINAL","4","","4","4","","10-16-2026","10-16-2026","EPM-B6","475.37","1901.48","USD","James Green","Net 150 Qrtly","04-29-2026"
"ACCEPTED","S13010","11-25-2026","174535554","","1","1","41A296332ACP3","CROSS BAR","14","","14","14","","12-04-2026","12-04-2026","EEM-Erie Electronics Manufacturing","38.25","535.5","USD","James Green","Net 150 Qrtly","04-29-2026"
"ACCEPTED","S13010","10-23-2026","174535777","","1","1","84B108876P1","BUS BAR, 7"" X 5.38""","22","","22","22","","11-05-2026","11-05-2026","TXD - Texas Locomotive Distribution","33.96","747.12","USD","Tiffany DeMeritt","Net 150 Qrtly","04-29-2026"
"REJECTED","S13010","02-01-2027","174519597","","1","1","8868241AAP20","Terminal, St 1600/24 3/8 2 Holes","72","","72","72","","02-19-2027","","Wabtec Reno Warehouse","20.15","1450.8","USD","Valeria Parra","Net 150 Qrtly","04-17-2026"
"REJECTED","S13010","01-19-2027","174534289","","1","1","8868241AAP16","Terminal 775/24","75","","75","75","","01-28-2027","","ECM-Erie Cab Manufacturing","15.42","1156.5","USD","James Green","Net 150 Qrtly","04-28-2026"
"REJECTED","S13010","01-06-2027","174521499","","1","1","8868241AAP16","Terminal 775/24","34","","34","34","","01-15-2027","","EPM-B6","15.42","524.28","USD","James Green","Net 150 Qrtly","04-20-2026"
"REJECTED","S13010","01-19-2027","174512387","","1","1","41C662774G1","ELG ONLY FGR ASM-ALL OTHERS USE 41C662774G3","3","","3","3","","02-03-2027","","Wabtec Plainfield Warehouse","162.82","488.46","USD","Valeria Parra","Net 150 Qrtly","04-13-2026"
"REJECTED","S13010","12-21-2026","174512386","","1","1","41C662774G1","ELG ONLY FGR ASM-ALL OTHERS USE 41C662774G3","3","","3","3","","01-05-2027","","Wabtec Plainfield Warehouse","162.82","488.46","USD","Valeria Parra","Net 150 Qrtly","04-13-2026"
"REJECTED","S13010","01-01-2027","174534045","","1","1","41A296332AJP1","Spring Asm","89","","89","89","","01-12-2027","","EEM-Erie Electronics Manufacturing","53.87","4794.43","USD","James Green","Net 150 Qrtly","04-28-2026"
"REJECTED","S13010","10-21-2026","174454439","","1","1","8868241AAP29","MOTOR LEAD CONNECTORS","20","","20","20","","11-05-2026","","Wabtec Plainfield Warehouse","108.53","2170.6","USD","Valeria Parra","Net 150 Qrtly","03-02-2026"
"REJECTED","S13010","10-21-2026","174454438","","1","1","8868241AAP27","TERMINAL","20","","20","20","","11-05-2026","","Wabtec Plainfield Warehouse","53.84","1076.8","USD","Valeria Parra","Net 150 Qrtly","03-02-2026"
"REJECTED","S13010","01-27-2027","174519028","","1","1","84D718635G4","Bus Ring       T0","5","","5","5","","02-11-2027","","Wabtec Plainfield Warehouse","1739.18","8695.9","USD","Valeria Parra","Net 150 Qrtly","04-17-2026"
"REJECTED","S13010","02-03-2027","174513015","","1","1","84D718635G3","Bus Ring       T3","5","","5","5","","02-23-2027","","Wabtec Reno Warehouse","1504.62","7523.1","USD","Valeria Parra","Net 150 Qrtly","04-14-2026"
"REJECTED","S13010","02-12-2027","174521279","","1","1","84D718635G3","Bus Ring       T3","5","","5","5","","03-01-2027","","Wabtec Plainfield Warehouse","1504.62","7523.1","USD","Valeria Parra","Net 150 Qrtly","04-19-2026"
"REJECTED","S13010","12-30-2026","174522383","","1","1","84A214757P1","Terminal, 1600 V, 1325/24 cable","168","","168","168","","01-08-2027","","CLE - Cleveland Svc","21.7","3645.6","USD","Rosa Cantu","Net 150 Qrtly","04-21-2026"
"REJECTED","S13010","01-06-2027","174521282","","1","1","84A214757P1","Terminal, 1600 V, 1325/24 cable","275","","275","275","","01-15-2027","","CLE - Cleveland Svc","21.7","5967.5","USD","Rosa Cantu","Net 150 Qrtly","04-19-2026"
"REJECTED","S13010","12-30-2026","174513823","","1","1","84A214757P1","Terminal, 1600 V, 1325/24 cable","275","","275","275","","01-08-2027","","CLE - Cleveland Svc","21.7","5967.5","USD","Rosa Cantu","Net 150 Qrtly","04-14-2026"
"REJECTED","S13010","01-06-2027","174522384","","1","1","84A214757P1","Terminal, 1600 V, 1325/24 cable","275","","275","275","","01-15-2027","","CLE - Cleveland Svc","21.7","5967.5","USD","Rosa Cantu","Net 150 Qrtly","04-21-2026"
"REJECTED","S13010","01-27-2027","174528664","","1","1","84D718635G1","Bus Ring       T1","5","","5","5","","02-11-2027","","Wabtec Plainfield Warehouse","1498.4","7492","USD","Valeria Parra","Net 150 Qrtly","04-23-2026"
"ACCEPTED","S13010","03-13-2026","174480635","","1","1","41C626910P1","Card Holder - 7 Slots","3","","3","3","","03-24-2026","08-31-2026","ECM-Erie Cab Manufacturing","141.65","424.95","USD","James Green","Net 150 Qrtly","03-20-2026"
"CLOSED","S13010","04-28-2026","174300933","","1","1","41A326131P1","SPACER","114","114","","","114","05-07-2026","05-07-2026","EEM-Erie Electronics Manufacturing","13.79","1572.06","USD","James Green","Net 150 Qrtly","10-16-2025"
"ACCEPTED","S13010","04-24-2026","174393374","","1","1","41C626910P1","Card Holder - 7 Slots","20","","20","20","","07-21-2026","07-21-2026","TXD - Texas Locomotive Distribution","141.65","2833","USD","Tiffany DeMeritt","Net 150 Qrtly","01-15-2026"
"CLOSED","S13010","03-10-2026","174241362","","1","1","41A296332AJP3","Clamp","38","38","","","38","03-19-2026","03-19-2026","EEM-Erie Electronics Manufacturing","94.94","3607.72","USD","James Green","Net 150 Qrtly","08-28-2025"
"CLOSED","S13010","03-13-2026","174246701","","1","1","41A296332AJP3","Clamp","27","27","","","27","03-24-2026","03-24-2026","EEM-Erie Electronics Manufacturing","94.94","2563.38","USD","James Green","Net 150 Qrtly","09-03-2025"
"ACCEPTED","S13010","04-24-2026","174393367","","1","1","41C626910P1","Card Holder - 7 Slots","20","","20","20","","06-04-2026","06-04-2026","TXD - Texas Locomotive Distribution","141.65","2833","USD","Tiffany DeMeritt","Net 150 Qrtly","01-15-2026"
"ACCEPTED","S13010","01-28-2026","174420789","","1","1","41D757995P42","Bus Bar","3","","3","","3","02-06-2026","05-22-2026","Z63 - Erie, PA","170.22","510.66","USD","Mike Edinger","Net 150 Qrtly","02-06-2026"
"ACCEPTED","S13010","12-29-2025","174390033","","1","1","41D757995P42","Bus Bar","5","","5","","5","01-13-2026","05-15-2026","Wabtec Plainfield Warehouse","260.28","1301.4","USD","Mike Edinger","Net 150 Qrtly","01-13-2026"
"CLOSED","S13010","04-27-2026","174306776","","1","1","4710372P1","Core","65","65","","","65","05-06-2026","05-06-2026","EEM-Erie Electronics Manufacturing","8.25","536.25","USD","James Green","Net 150 Qrtly","10-21-2025"
"CLOSED","S13010","04-27-2026","174293808","","1","1","9960149P1","Stop","50","50","","","50","05-06-2026","05-06-2026","EEM-Erie Electronics Manufacturing","8.42","421","USD","James Green","Net 150 Qrtly","10-10-2025"
"CLOSED","S13010","04-27-2026","174279871","","1","1","482A946G2","Contact","20","20","","","20","05-06-2026","05-06-2026","EEM-Erie Electronics Manufacturing","36.98","739.6","USD","James Green","Net 150 Qrtly","09-30-2025"
"NEW","S13010","12-09-2026","174535904","","1","1","41B551088P1","Blow Out Coil","53","","53","53","","12-18-2026","","EEM-Erie Electronics Manufacturing","34.66","1836.98","USD","Lori Scholl","Net 150 Qrtly","04-29-2026"
"CLOSED","S13010","04-23-2026","174307821","","1","1","84B108875P1","BUS BAR, 7"" X 4.25""","14","14","","","14","05-06-2026","05-06-2026","TXD - Texas Locomotive Distribution","33.96","475.44","USD","Tiffany DeMeritt","Net 150 Qrtly","10-22-2025"
"ACCEPTED","S13010","12-30-2025","210439981","","1","2","84D730417G1","Bus Ring Aux T23","20","","20","20","","01-19-2026","06-05-2026","XAM - BAF Laredo","1628.77","32575.4","USD","Maribel Ramirez","Net 150 Qrtly","12-01-2025"
"ACCEPTED","S13010","12-30-2025","210439980","","1","2","84D730417ABG2","Bus Ring Aux T22","20","","20","20","","01-19-2026","06-05-2026","XAM - BAF Laredo","1629.87","32597.4","USD","Maribel Ramirez","Net 150 Qrtly","12-01-2025"
"ACCEPTED","S13010","12-30-2025","210439979","","1","2","84D730417ABG1","Bus Ring Aux T21","20","","20","20","","01-19-2026","06-05-2026","XAM - BAF Laredo","1624.97","32499.4","USD","Maribel Ramirez","Net 150 Qrtly","12-01-2025"
"ACCEPTED","S13010","10-23-2026","174534217","","1","1","84B108875P1","BUS BAR, 7"" X 4.25""","24","","24","24","","11-05-2026","11-05-2026","TXD - Texas Locomotive Distribution","33.96","815.04","USD","Tiffany DeMeritt","Net 150 Qrtly","04-28-2026"
"ACCEPTED","S13010","11-25-2026","174532494","","1","1","41A296332AHP2","Clamp","2","","2","2","","12-04-2026","12-04-2026","EEM-Erie Electronics Manufacturing","73.51","147.02","USD","James Green","Net 150 Qrtly","04-26-2026"
"ACCEPTED","S13010","11-25-2026","174528846","","1","1","336B640P6","Armature","147","","147","147","","12-04-2026","12-04-2026","EEM-Erie Electronics Manufacturing","7.64","1123.08","USD","James Green","Net 150 Qrtly","04-23-2026"
"ACCEPTED","S13010","07-14-2026","174534145","","1","1","41A296332ACP3","CROSS BAR","30","","30","30","","07-23-2026","07-23-2026","EEM-Erie Electronics Manufacturing","38.25","1147.5","USD","James Green","Net 150 Qrtly","04-28-2026"
"ACCEPTED","S13010","11-03-2026","174530599","","1","1","41A326131P1","SPACER","198","","198","198","","11-12-2026","11-12-2026","EEM-Erie Electronics Manufacturing","13.79","2730.42","USD","James Green","Net 150 Qrtly","04-24-2026"
"ACCEPTED","S13010","11-24-2026","174520688","","1","1","9960283G1","Shunt","101","","101","101","","12-03-2026","12-03-2026","EEM-Erie Electronics Manufacturing","23.22","2345.22","USD","James Green","Net 150 Qrtly","04-19-2026"
"ACCEPTED","S13010","03-27-2026","174512391","","1","1","41C662774G1","ELG ONLY FGR ASM-ALL OTHERS USE 41C662774G3","5","","5","5","","04-13-2026","04-30-2026","Wabtec Plainfield Warehouse","198.78","993.9","USD","Valeria Parra","Net 150 Qrtly","04-13-2026"
"ACCEPTED","S13010","06-23-2026","174512382","","1","1","41C662774G1","ELG ONLY FGR ASM-ALL OTHERS USE 41C662774G3","7","","7","7","","07-08-2026","07-08-2026","Wabtec Plainfield Warehouse","198.78","1391.46","USD","Valeria Parra","Net 150 Qrtly","04-13-2026"
"ACCEPTED","S13010","04-22-2026","174512392","","1","1","41C662774G1","ELG ONLY FGR ASM-ALL OTHERS USE 41C662774G3","4","","4","4","","05-07-2026","05-07-2026","Wabtec Plainfield Warehouse","198.78","795.12","USD","Valeria Parra","Net 150 Qrtly","04-13-2026"
"ACCEPTED","S13010","11-16-2026","174534149","","1","1","41A296332ACP3","CROSS BAR","22","","22","22","","11-25-2026","11-25-2026","EEM-Erie Electronics Manufacturing","38.25","841.5","USD","James Green","Net 150 Qrtly","04-28-2026"
"ACCEPTED","S13010","10-27-2026","174520807","","1","1","41A326131P1","SPACER","78","","78","78","","11-05-2026","11-05-2026","EEM-Erie Electronics Manufacturing","13.79","1075.62","USD","James Green","Net 150 Qrtly","04-19-2026"
"ACCEPTED","S13010","10-20-2026","174528591","","1","1","9960190G2","Contact","113","","113","113","","11-09-2026","11-09-2026","Wabtec Reno Warehouse","62.11","7018.43","USD","Valeria Parra","Net 150 Qrtly","04-23-2026"
"ACCEPTED","S13010","11-20-2026","174512385","","1","1","41C662774G1","ELG ONLY FGR ASM-ALL OTHERS USE 41C662774G3","9","","9","9","","12-07-2026","12-07-2026","Wabtec Plainfield Warehouse","198.78","1789.02","USD","Valeria Parra","Net 150 Qrtly","04-13-2026"
"ACCEPTED","S13010","09-14-2026","174534147","","1","1","41A296332ACP3","CROSS BAR","142","","142","142","","09-23-2026","09-23-2026","EEM-Erie Electronics Manufacturing","38.25","5431.5","USD","James Green","Net 150 Qrtly","04-28-2026"
"ACCEPTED","S13010","10-19-2026","174512384","","1","1","41C662774G1","ELG ONLY FGR ASM-ALL OTHERS USE 41C662774G3","5","","5","5","","11-03-2026","11-03-2026","Wabtec Plainfield Warehouse","198.78","993.9","USD","Valeria Parra","Net 150 Qrtly","04-13-2026"
"ACCEPTED","S13010","05-22-2026","174512381","","1","1","41C662774G1","ELG ONLY FGR ASM-ALL OTHERS USE 41C662774G3","5","","5","5","","06-08-2026","06-08-2026","Wabtec Plainfield Warehouse","198.78","993.9","USD","Valeria Parra","Net 150 Qrtly","04-13-2026"
"ACCEPTED","S13010","10-07-2026","174534148","","1","1","41A296332ACP3","CROSS BAR","46","","46","46","","10-16-2026","10-16-2026","EEM-Erie Electronics Manufacturing","38.25","1759.5","USD","James Green","Net 150 Qrtly","04-28-2026"
"ACCEPTED","S13010","11-24-2026","174520943","","1","1","41A296332ACP3","CROSS BAR","14","","14","14","","12-03-2026","12-03-2026","EEM-Erie Electronics Manufacturing","38.25","535.5","USD","James Green","Net 150 Qrtly","04-19-2026"
"ACCEPTED","S13010","09-15-2026","174512383","","1","1","41C662774G1","ELG ONLY FGR ASM-ALL OTHERS USE 41C662774G3","3","","3","3","","09-30-2026","09-30-2026","Wabtec Plainfield Warehouse","198.78","596.34","USD","Valeria Parra","Net 150 Qrtly","04-13-2026"
"ACCEPTED","S13010","09-18-2026","210449601","","1","1","8868241AAP16","Terminal 775/24","100","","100","100","","10-06-2026","10-06-2026","XST - Saltillo Mfg","15.42","1542","USD","Edison Granados","Net 150 Qrtly","04-28-2026"
"ACCEPTED","S13010","08-14-2026","174534146","","1","1","41A296332ACP3","CROSS BAR","96","","96","96","","08-25-2026","08-25-2026","EEM-Erie Electronics Manufacturing","38.25","3672","USD","James Green","Net 150 Qrtly","04-28-2026"
"ACCEPTED","S13010","10-08-2026","174526191","","1","1","9960190G5","Contact Tip Silver Cad-oxid","513","","513","513","","10-23-2026","10-23-2026","Wabtec Plainfield Warehouse","35.75","18339.75","USD","Valeria Parra","Net 150 Qrtly","04-22-2026"
"ACCEPTED","S13010","04-22-2026","174314512","","1","1","84A214757P1","Terminal, 1600 V, 1325/24 cable","26","","26","","26","05-08-2026","05-08-2026","LVR-Las Vegas NV-NC","21.7","564.2","USD","Rosa Cantu","Net 150 Qrtly","10-28-2025"
"ACCEPTED","S13010","04-20-2026","210440084","","1","1","8868241AAP16","Terminal 775/24","100","","100","","100","05-06-2026","05-06-2026","XST - Saltillo Mfg","15.42","1542","USD","Edison Granados","Net 150 Qrtly","12-03-2025"
"CLOSED","S13010","04-14-2026","174304209","","1","1","84B108876P1","BUS BAR, 7"" X 5.38""","21","21","","","21","04-27-2026","04-27-2026","TXD - Texas Locomotive Distribution","33.96","713.16","USD","Tiffany DeMeritt","Net 150 Qrtly","10-19-2025"
"CLOSED","S13010","04-10-2026","174301955","","1","1","84B108876P1","BUS BAR, 7"" X 5.38""","21","21","","","21","04-23-2026","04-23-2026","TXD - Texas Locomotive Distribution","33.96","713.16","USD","Tiffany DeMeritt","Net 150 Qrtly","10-16-2025"
"CLOSED","S13010","04-15-2026","174298123","","1","1","84B108875P1","BUS BAR, 7"" X 4.25""","19","19","","","19","04-28-2026","04-28-2026","TXD - Texas Locomotive Distribution","33.96","645.24","USD","Tiffany DeMeritt","Net 150 Qrtly","10-14-2025"
"CLOSED","S13010","04-17-2026","174301954","","1","1","84B108875P1","BUS BAR, 7"" X 4.25""","24","24","","","24","04-30-2026","04-30-2026","TXD - Texas Locomotive Distribution","33.96","815.04","USD","Tiffany DeMeritt","Net 150 Qrtly","10-16-2025"
"ACCEPTED","S13010","04-16-2026","174307822","","1","1","84B108876P1","BUS BAR, 7"" X 5.38""","28","21","7","7","21","04-29-2026","04-29-2026","TXD - Texas Locomotive Distribution","33.96","950.88","USD","Tiffany DeMeritt","Net 150 Qrtly","10-22-2025"
"CLOSED","S13010","04-20-2026","174262118","","1","1","41A304604P1","Card Holder No 2 End","14","14","","","14","04-29-2026","04-29-2026","EKD-B12","31.38","439.32","USD","James Green","Net 150 Qrtly","09-16-2025"
"ACCEPTED","S13010","10-14-2026","174517559","","1","1","84B108875P1","BUS BAR, 7"" X 4.25""","24","","24","24","","10-27-2026","10-27-2026","TXD - Texas Locomotive Distribution","33.96","815.04","USD","Tiffany DeMeritt","Net 150 Qrtly","04-16-2026"
"ACCEPTED","S13010","10-21-2026","174529066","","1","1","84B108875P1","BUS BAR, 7"" X 4.25""","24","","24","24","","11-03-2026","11-03-2026","TXD - Texas Locomotive Distribution","33.96","815.04","USD","Tiffany DeMeritt","Net 150 Qrtly","04-23-2026"
"ACCEPTED","S13010","11-26-2026","174517465","","1","1","41B551088P1","Blow Out Coil","48","","48","48","","12-07-2026","12-07-2026","EEM-Erie Electronics Manufacturing","34.66","1663.68","USD","Lori Scholl","Net 150 Qrtly","04-16-2026"
"ACCEPTED","S13010","11-10-2026","174514354","","1","1","482A946G2","Contact","22","","22","22","","11-19-2026","11-19-2026","EEM-Erie Electronics Manufacturing","36.98","813.56","USD","James Green","Net 150 Qrtly","04-14-2026"
"ACCEPTED","S13010","12-09-2026","174520671","","1","1","41A296332AJP1","Spring Asm","21","","21","21","","12-18-2026","12-18-2026","EEM-Erie Electronics Manufacturing","53.87","1131.27","USD","James Green","Net 150 Qrtly","04-19-2026"
"ACCEPTED","S13010","10-20-2026","174527278","","1","1","84B108876P1","BUS BAR, 7"" X 5.38""","27","","27","27","","11-02-2026","11-02-2026","TXD - Texas Locomotive Distribution","33.96","916.92","USD","Tiffany DeMeritt","Net 150 Qrtly","04-22-2026"
"ACCEPTED","S13010","03-19-2026","210447935","","1","1","84C642132G1","Bus Ring TB","6","","6","6","","04-06-2026","05-04-2026","XMM - Monterrey","446.71","2680.26","USD","Celina Hernandez","Net 150 Qrtly","04-02-2026"
"ACCEPTED","S13010","10-09-2026","174514256","","1","1","84B108875P1","BUS BAR, 7"" X 4.25""","24","","24","24","","10-22-2026","10-22-2026","TXD - Texas Locomotive Distribution","33.96","815.04","USD","Tiffany DeMeritt","Net 150 Qrtly","04-14-2026"
"ACCEPTED","S13010","10-15-2026","174518434","","1","1","84B108876P1","BUS BAR, 7"" X 5.38""","21","","21","21","","10-28-2026","10-28-2026","TXD - Texas Locomotive Distribution","33.96","713.16","USD","Tiffany DeMeritt","Net 150 Qrtly","04-17-2026"
"ACCEPTED","S13010","10-27-2026","174531058","","1","1","84B108875P1","BUS BAR, 7"" X 4.25""","15","","15","15","","11-05-2026","11-05-2026","EKD-B12","33.96","509.4","USD","James Green","Net 150 Qrtly","04-24-2026"
"ACCEPTED","S13010","10-23-2026","174527347","","1","1","84B108876P1","BUS BAR, 7"" X 5.38""","14","","14","14","","11-03-2026","11-03-2026","EKD-B12","33.96","475.44","USD","James Green","Net 150 Qrtly","04-22-2026"
"ACCEPTED","S13010","12-02-2026","174527360","","1","1","41B551088P1","Blow Out Coil","23","","23","23","","12-11-2026","12-11-2026","EEM-Erie Electronics Manufacturing","34.66","797.18","USD","Lori Scholl","Net 150 Qrtly","04-22-2026"
"ACCEPTED","S13010","10-27-2026","174530799","","1","1","84C620845P2","Terminal","10","","10","10","","11-05-2026","11-05-2026","EPM-B6","49.33","493.3","USD","James Green","Net 150 Qrtly","04-24-2026"
"ACCEPTED","S13010","11-13-2026","174520689","","1","1","41A296332AJP3","Clamp","16","","16","16","","11-24-2026","11-24-2026","EEM-Erie Electronics Manufacturing","98.74","1579.84","USD","James Green","Net 150 Qrtly","04-19-2026"
"ACCEPTED","S13010","10-23-2026","174527346","","1","1","84B108875P1","BUS BAR, 7"" X 4.25""","15","","15","15","","11-03-2026","11-03-2026","EKD-B12","33.96","509.4","USD","James Green","Net 150 Qrtly","04-22-2026"
"ACCEPTED","S13010","11-19-2026","174525359","","1","1","482A946G2","Contact","21","","21","21","","11-30-2026","11-30-2026","EEM-Erie Electronics Manufacturing","36.98","776.58","USD","James Green","Net 150 Qrtly","04-21-2026"
"ACCEPTED","S13010","09-21-2026","174532345","","1","1","8868241AAP17","Terminal  St,925/24-3/8,2ho","102","","102","102","","09-30-2026","09-30-2026","EPM-B6","20.92","2133.84","USD","James Green","Net 150 Qrtly","04-26-2026"
"ACCEPTED","S13010","12-01-2026","174511857","","1","1","84B517732ADP1","Busbar         1.50x.375x9.00","13","","13","13","","12-10-2026","12-10-2026","EEM-Erie Electronics Manufacturing","36.6","475.8","USD","James Green","Net 150 Qrtly","04-12-2026"
"ACCEPTED","S13010","10-20-2026","174514343","","1","1","84C620845P1","Terminal","10","","10","10","","10-29-2026","10-29-2026","EPM-B6","50.86","508.6","USD","James Green","Net 150 Qrtly","04-14-2026"
"ACCEPTED","S13010","11-19-2026","174520690","","1","1","41A296332AJP3","Clamp","24","","24","24","","11-30-2026","11-30-2026","EEM-Erie Electronics Manufacturing","98.74","2369.76","USD","James Green","Net 150 Qrtly","04-19-2026"
"ACCEPTED","S13010","11-26-2026","174532401","","1","1","41A296332AJP3","Clamp","68","","68","68","","12-07-2026","12-07-2026","EEM-Erie Electronics Manufacturing","98.74","6714.32","USD","James Green","Net 150 Qrtly","04-26-2026"
"ACCEPTED","S13010","11-25-2026","174515994","","1","1","41B551088P1","Blow Out Coil","66","","66","66","","12-04-2026","12-04-2026","EEM-Erie Electronics Manufacturing","34.66","2287.56","USD","Lori Scholl","Net 150 Qrtly","04-15-2026"
"ACCEPTED","S13010","10-16-2026","174525122","","1","1","84B108875P1","BUS BAR, 7"" X 4.25""","16","","16","16","","10-29-2026","10-29-2026","TXD - Texas Locomotive Distribution","33.96","543.36","USD","Tiffany DeMeritt","Net 150 Qrtly","04-21-2026"
"ACCEPTED","S13010","09-11-2026","174518795","","1","1","4709833AAP1","PIN","58","","58","58","","09-22-2026","09-22-2026","EEM-Erie Electronics Manufacturing","7.87","456.46","USD","James Green","Net 150 Qrtly","04-17-2026"
"ACCEPTED","S13010","10-19-2026","174529138","","1","1","8834202G1","Armature","9","","9","9","","10-28-2026","10-28-2026","EEM-Erie Electronics Manufacturing","49.54","445.86","USD","James Green","Net 150 Qrtly","04-23-2026"
"ACCEPTED","S13010","10-07-2026","174526935","","1","1","84B526562AGP1","T1 TERMINAL","4","","4","4","","10-16-2026","10-16-2026","EPM-B6","484.52","1938.08","USD","James Green","Net 150 Qrtly","04-22-2026"
"ACCEPTED","S13010","10-08-2026","174518764","","1","1","8834202G1","Armature","9","","9","9","","10-19-2026","10-19-2026","EEM-Erie Electronics Manufacturing","49.54","445.86","USD","James Green","Net 150 Qrtly","04-17-2026"
"ACCEPTED","S13010","09-25-2026","174520054","","1","1","84B526562AGP1","T1 TERMINAL","1","","1","1","","10-06-2026","10-06-2026","EPM-B6","484.52","484.52","USD","James Green","Net 150 Qrtly","04-17-2026"
"ACCEPTED","S13010","10-21-2026","174520955","","1","1","84B108876P1","BUS BAR, 7"" X 5.38""","14","","14","14","","10-30-2026","10-30-2026","EKD-B12","33.96","475.44","USD","James Green","Net 150 Qrtly","04-19-2026"
"ACCEPTED","S13010","10-22-2026","174530661","","1","1","84B108876P1","BUS BAR, 7"" X 5.38""","21","","21","21","","11-04-2026","11-04-2026","TXD - Texas Locomotive Distribution","33.96","713.16","USD","Tiffany DeMeritt","Net 150 Qrtly","04-24-2026"
"ACCEPTED","S13010","09-21-2026","174519401","","1","1","84B108875P1","BUS BAR, 7"" X 4.25""","56","","56","56","","10-09-2026","10-09-2026","Wabtec Reno Warehouse","33.96","1901.76","USD","Valeria Parra","Net 150 Qrtly","04-17-2026"
"ACCEPTED","S13010","09-08-2026","174532479","","1","1","501A232P1","TERMINAL","6","","6","6","","09-17-2026","09-17-2026","EEM-Erie Electronics Manufacturing","98.83","592.98","USD","James Green","Net 150 Qrtly","04-26-2026"
"ACCEPTED","S13010","09-23-2026","174516388","","1","1","84C620845P3","Terminal","9","","9","9","","10-02-2026","10-02-2026","EPM-B6","48.92","440.28","USD","James Green","Net 150 Qrtly","04-15-2026"
"ACCEPTED","S13010","11-10-2026","174520676","","1","1","482A946G2","Contact","14","","14","14","","11-19-2026","11-19-2026","EEM-Erie Electronics Manufacturing","36.98","517.72","USD","James Green","Net 150 Qrtly","04-19-2026"
"ACCEPTED","S13010","09-25-2026","174520055","","1","1","84B526562AHP1","TERMINAL","3","","3","3","","10-06-2026","10-06-2026","EPM-B6","475.37","1426.11","USD","James Green","Net 150 Qrtly","04-17-2026"
